country,iso3,week_end_date,total_confirmed_cases,total_deaths,new_confirmed_cases,new_deaths
South Africa,ZAF,14/08/2022,3,0,0,0
South Africa,ZAF,04/09/2022,5,0,0,0
South Africa,ZAF,09/10/2022,5,0,0,0
South Africa,ZAF,13/11/2022,5,0,0,0
South Africa,ZAF,05/02/2023,5,0,0,0
South Africa,ZAF,12/03/2023,5,0,0,0
South Africa,ZAF,04/06/2023,5,0,0,0
South Africa,ZAF,09/07/2023,5,0,0,0
South Africa,ZAF,01/10/2023,5,0,0,0
South Africa,ZAF,05/11/2023,5,0,0,0
South Africa,ZAF,10/12/2023,5,0,0,0
Ghana,GHA,03/04/2022,2,0,0,0
Ghana,GHA,24/07/2022,37,0,1,0
Ghana,GHA,28/08/2022,85,4,7,0
Ghana,GHA,04/12/2022,110,4,0,0
Ghana,GHA,22/01/2023,123,4,2,0
Ghana,GHA,19/02/2023,123,4,0,0
Ghana,GHA,16/04/2023,125,4,0,0
Ghana,GHA,16/07/2023,127,4,0,0
Ghana,GHA,20/08/2023,127,4,0,0
Ghana,GHA,12/11/2023,127,4,0,0
Ghana,GHA,17/12/2023,127,4,0,0
Ghana,GHA,10/03/2024,127,4,0,0
Ghana,GHA,14/04/2024,127,4,0,0
Ghana,GHA,19/05/2024,127,4,0,0
Kenya,KEN,28/07/2024,1,0,1,0
Liberia,LBR,04/09/2022,3,0,0,0
Liberia,LBR,19/02/2023,8,0,1,0
Liberia,LBR,26/02/2023,8,0,0,0
Liberia,LBR,16/07/2023,12,0,0,0
Liberia,LBR,20/08/2023,12,0,0,0
Liberia,LBR,12/11/2023,12,0,0,0
Liberia,LBR,07/01/2024,17,0,0,0
Liberia,LBR,31/03/2024,22,0,1,0
Liberia,LBR,07/04/2024,22,0,0,0
Liberia,LBR,30/06/2024,22,0,0,0
Liberia,LBR,04/08/2024,22,0,0,0
Mozambique,MOZ,06/11/2022,1,1,0,0
Mozambique,MOZ,29/01/2023,1,1,0,0
Mozambique,MOZ,05/03/2023,1,1,0,0
Mozambique,MOZ,28/05/2023,1,1,0,0
Mozambique,MOZ,02/07/2023,1,1,0,0
Mozambique,MOZ,06/08/2023,1,1,0,0
Mozambique,MOZ,29/10/2023,1,1,0,0
Mozambique,MOZ,03/12/2023,1,1,0,0
Mozambique,MOZ,25/02/2024,1,1,0,0
Central African Republic,CAF,11/08/2024,92,2,2,0
Congo,COG,19/06/2022,2,0,0,0
Congo,COG,24/07/2022,2,0,0,0
Congo,COG,21/08/2022,3,0,0,0
Congo,COG,16/10/2022,5,0,0,0
Congo,COG,20/11/2022,5,0,0,0
Congo,COG,12/02/2023,5,0,0,0
Congo,COG,19/03/2023,5,0,0,0
Congo,COG,11/06/2023,5,0,0,0
Congo,COG,16/07/2023,5,0,0,0
Congo,COG,03/09/2023,13,0,1,0
Congo,COG,01/10/2023,18,0,0,0
Congo,COG,15/10/2023,23,2,4,1
Congo,COG,17/12/2023,26,2,0,0
Congo,COG,18/02/2024,35,2,5,0
Congo,COG,03/03/2024,37,2,0,0
Congo,COG,26/05/2024,45,2,0,0
Congo,COG,30/06/2024,45,2,0,0
Congo,COG,04/08/2024,45,2,0,0
Democratic Republic of the Congo,COD,02/10/2022,202,0,2,0
Democratic Republic of the Congo,COD,09/10/2022,228,0,26,0
Democratic Republic of the Congo,COD,16/10/2022,235,0,7,0
Democratic Republic of the Congo,COD,23/10/2022,250,0,15,0
Democratic Republic of the Congo,COD,30/10/2022,251,0,1,0
Democratic Republic of the Congo,COD,06/11/2022,252,0,1,0
Democratic Republic of the Congo,COD,13/11/2022,258,0,6,0
Democratic Republic of the Congo,COD,20/11/2022,262,0,4,0
Democratic Republic of the Congo,COD,27/11/2022,272,0,10,0
Democratic Republic of the Congo,COD,04/12/2022,275,0,3,0
Democratic Republic of the Congo,COD,11/12/2022,275,0,0,0
Democratic Republic of the Congo,COD,18/12/2022,277,0,2,0
Democratic Republic of the Congo,COD,25/12/2022,279,0,2,0
Ghana,GHA,27/02/2022,1,0,1,0
South Africa,ZAF,24/03/2024,5,0,0,0
South Africa,ZAF,28/04/2024,5,0,0,0
South Africa,ZAF,28/07/2024,27,3,0,0
Uganda,UGA,28/07/2024,2,0,0,0
Cameroon,CMR,20/03/2022,3,1,1,0
Cameroon,CMR,10/07/2022,8,1,0,0
Cameroon,CMR,07/08/2022,8,3,0,2
Cameroon,CMR,11/09/2022,9,3,1,0
Cameroon,CMR,25/12/2022,18,3,0,0
Cameroon,CMR,29/01/2023,18,3,0,0
Cameroon,CMR,05/03/2023,18,3,0,0
Cameroon,CMR,02/07/2023,41,3,0,0
Cameroon,CMR,26/11/2023,45,3,0,0
Cameroon,CMR,31/12/2023,45,3,0,0
Cameroon,CMR,24/03/2024,47,4,0,0
Cameroon,CMR,21/04/2024,50,5,0,0
Cameroon,CMR,26/05/2024,50,5,0,0
Central African Republic,CAF,03/04/2022,18,0,0,0
Central African Republic,CAF,01/05/2022,19,0,0,0
Central African Republic,CAF,05/06/2022,19,0,0,0
Central African Republic,CAF,21/08/2022,23,0,0,0
Central African Republic,CAF,25/09/2022,25,0,1,0
Central African Republic,CAF,16/10/2022,28,0,3,0
Central African Republic,CAF,20/11/2022,28,0,0,0
Central African Republic,CAF,05/03/2023,41,1,0,0
Central African Republic,CAF,02/04/2023,45,1,0,0
Central African Republic,CAF,25/06/2023,45,1,0,0
Central African Republic,CAF,30/07/2023,45,1,0,0
Central African Republic,CAF,03/09/2023,45,1,0,0
Central African Republic,CAF,26/11/2023,45,1,0,0
Central African Republic,CAF,11/02/2024,54,1,1,0
Central African Republic,CAF,17/03/2024,61,1,0,0
Central African Republic,CAF,31/03/2024,65,1,2,0
Mozambique,MOZ,19/02/2023,1,1,0,0
Mozambique,MOZ,26/03/2023,1,1,0,0
Mozambique,MOZ,30/04/2023,1,1,0,0
Mozambique,MOZ,23/07/2023,1,1,0,0
Mozambique,MOZ,27/08/2023,1,1,0,0
Mozambique,MOZ,19/11/2023,1,1,0,0
Mozambique,MOZ,24/12/2023,1,1,0,0
Mozambique,MOZ,17/03/2024,1,1,0,0
Mozambique,MOZ,21/04/2024,1,1,0,0
Mozambique,MOZ,26/05/2024,1,1,0,0
Nigeria,NGA,13/03/2022,9,0,3,0
Nigeria,NGA,29/05/2022,21,1,0,0
Nigeria,NGA,26/06/2022,63,2,22,0
Nigeria,NGA,03/07/2022,84,3,21,1
Nigeria,NGA,09/10/2022,530,7,49,0
Nigeria,NGA,27/11/2022,680,7,21,0
Nigeria,NGA,22/01/2023,787,8,11,0
Nigeria,NGA,16/04/2023,834,9,1,0
Nigeria,NGA,03/09/2023,846,9,0,0
Nigeria,NGA,08/10/2023,846,9,0,0
Nigeria,NGA,14/01/2024,861,9,0,0
Nigeria,NGA,16/06/2024,891,9,2,0
Nigeria,NGA,07/07/2024,898,9,3,0
South Africa,ZAF,03/07/2022,1,0,1,0
South Africa,ZAF,10/07/2022,1,0,0,0
South Africa,ZAF,30/10/2022,5,0,0,0
South Africa,ZAF,04/12/2022,5,0,0,0
South Africa,ZAF,26/02/2023,5,0,0,0
South Africa,ZAF,02/04/2023,5,0,0,0
South Africa,ZAF,25/06/2023,5,0,0,0
South Africa,ZAF,30/07/2023,5,0,0,0
South Africa,ZAF,03/09/2023,5,0,0,0
South Africa,ZAF,26/11/2023,5,0,0,0
South Africa,ZAF,31/12/2023,5,0,0,0
South Africa,ZAF,19/11/2023,5,0,0,0
South Africa,ZAF,24/12/2023,5,0,0,0
South Africa,ZAF,28/01/2024,5,0,0,0
South Africa,ZAF,21/04/2024,5,0,0,0
South Africa,ZAF,19/05/2024,6,0,0,0
South Africa,ZAF,23/06/2024,21,3,4,1
Ghana,GHA,20/03/2022,2,0,0,0
Ghana,GHA,24/04/2022,2,0,0,0
Ghana,GHA,11/09/2022,92,4,4,0
Ghana,GHA,06/11/2022,107,4,0,0
Ghana,GHA,15/01/2023,121,4,0,0
Ghana,GHA,12/03/2023,123,4,0,0
Ghana,GHA,19/03/2023,124,4,1,0
Ghana,GHA,06/08/2023,127,4,0,0
Ghana,GHA,10/09/2023,127,4,0,0
Ghana,GHA,03/12/2023,127,4,0,0
Ghana,GHA,07/01/2024,127,4,0,0
Ghana,GHA,11/02/2024,127,4,0,0
Ghana,GHA,05/05/2024,127,4,0,0
Ghana,GHA,09/06/2024,127,4,0,0
Liberia,LBR,02/10/2022,3,0,0,0
Liberia,LBR,06/11/2022,3,0,0,0
Liberia,LBR,04/12/2022,4,0,0,0
Liberia,LBR,02/04/2023,10,0,0,0
Liberia,LBR,21/05/2023,12,0,0,0
Liberia,LBR,25/06/2023,12,0,0,0
Liberia,LBR,30/07/2023,12,0,0,0
Liberia,LBR,22/10/2023,12,0,0,0
Liberia,LBR,19/11/2023,14,0,2,0
Liberia,LBR,17/12/2023,17,0,0,0
Liberia,LBR,11/02/2024,19,0,0,0
Liberia,LBR,18/02/2024,20,0,1,0
Liberia,LBR,09/06/2024,22,0,0,0
Liberia,LBR,14/07/2024,22,0,0,0
Mozambique,MOZ,27/11/2022,1,1,0,0
Mozambique,MOZ,07/01/2024,1,1,0,0
Mozambique,MOZ,11/02/2024,1,1,0,0
Mozambique,MOZ,05/05/2024,1,1,0,0
Mozambique,MOZ,09/06/2024,1,1,0,0
Mozambique,MOZ,14/07/2024,1,1,0,0
Nigeria,NGA,09/01/2022,1,0,1,0
Nigeria,NGA,06/02/2022,3,0,0,0
Nigeria,NGA,15/05/2022,19,1,4,0
Nigeria,NGA,17/07/2022,118,3,17,0
Nigeria,NGA,11/09/2022,349,7,31,0
Nigeria,NGA,23/10/2022,583,7,31,0
Nigeria,NGA,11/12/2022,744,7,24,0
Nigeria,NGA,08/01/2023,766,7,3,0
Nigeria,NGA,05/02/2023,797,8,7,0
Nigeria,NGA,26/02/2023,811,9,5,1
Nigeria,NGA,02/04/2023,833,9,4,0
Nigeria,NGA,09/04/2023,833,9,0,0
Democratic Republic of the Congo,COD,01/01/2023,279,0,0,0
Democratic Republic of the Congo,COD,08/01/2023,316,0,37,0
Ghana,GHA,08/05/2022,2,0,0,0
Ghana,GHA,04/09/2022,88,4,3,0
Ghana,GHA,25/09/2022,100,4,5,0
Ghana,GHA,20/11/2022,107,4,0,0
Ghana,GHA,05/02/2023,123,4,0,0
Ghana,GHA,28/05/2023,127,4,0,0
Ghana,GHA,02/07/2023,127,4,0,0
Ghana,GHA,24/09/2023,127,4,0,0
Ghana,GHA,29/10/2023,127,4,0,0
Ghana,GHA,21/01/2024,127,4,0,0
Ghana,GHA,25/02/2024,127,4,0,0
Ghana,GHA,31/03/2024,127,4,0,0
Ghana,GHA,23/06/2024,127,4,0,0
Ghana,GHA,28/07/2024,127,4,0,0
Kenya,KEN,04/08/2024,1,0,0,0
Ghana,GHA,04/02/2024,127,4,0,0
Ghana,GHA,28/04/2024,127,4,0,0
Ghana,GHA,02/06/2024,127,4,0,0
Ghana,GHA,07/07/2024,127,4,0,0
Ghana,GHA,14/07/2024,127,4,0,0
Liberia,LBR,31/07/2022,1,0,1,0
Liberia,LBR,28/08/2022,3,0,0,0
Liberia,LBR,20/11/2022,3,0,0,0
Liberia,LBR,27/11/2022,4,0,1,0
Liberia,LBR,25/12/2022,6,0,0,0
Liberia,LBR,16/04/2023,10,0,0,0
Liberia,LBR,14/05/2023,12,0,0,0
Liberia,LBR,09/07/2023,12,0,0,0
Liberia,LBR,13/08/2023,12,0,0,0
Liberia,LBR,17/09/2023,12,0,0,0
Liberia,LBR,03/12/2023,17,0,2,0
Liberia,LBR,04/02/2024,19,0,1,0
South Africa,ZAF,19/02/2023,5,0,0,0
South Africa,ZAF,14/05/2023,5,0,0,0
South Africa,ZAF,18/06/2023,5,0,0,0
South Africa,ZAF,10/09/2023,5,0,0,0
South Africa,ZAF,15/10/2023,5,0,0,0
South Africa,ZAF,07/01/2024,5,0,0,0
South Africa,ZAF,11/02/2024,5,0,0,0
South Africa,ZAF,17/03/2024,5,0,0,0
South Africa,ZAF,12/05/2024,6,0,1,0
South Africa,ZAF,21/07/2024,27,3,0,0
Nigeria,NGA,20/03/2022,10,0,1,0
Nigeria,NGA,27/03/2022,10,0,0,0
Nigeria,NGA,25/09/2022,456,7,56,0
Nigeria,NGA,30/10/2022,604,7,21,0
Nigeria,NGA,06/11/2022,624,7,20,0
Nigeria,NGA,18/12/2022,753,7,9,0
Nigeria,NGA,19/02/2023,806,8,5,0
Nigeria,NGA,26/03/2023,829,9,7,0
Nigeria,NGA,14/05/2023,841,9,4,0
Nigeria,NGA,20/08/2023,846,9,0,0
Nigeria,NGA,24/12/2023,861,9,1,0
Nigeria,NGA,31/12/2023,861,9,0,0
Nigeria,NGA,28/01/2024,863,9,2,0
Nigeria,NGA,10/03/2024,871,9,4,0
South Africa,ZAF,17/07/2022,2,0,1,0
South Africa,ZAF,11/09/2022,5,0,0,0
South Africa,ZAF,16/10/2022,5,0,0,0
South Africa,ZAF,08/01/2023,5,0,0,0
South Africa,ZAF,12/02/2023,5,0,0,0
South Africa,ZAF,07/05/2023,5,0,0,0
South Africa,ZAF,11/06/2023,5,0,0,0
South Africa,ZAF,16/07/2023,5,0,0,0
South Africa,ZAF,08/10/2023,5,0,0,0
South Africa,ZAF,12/11/2023,5,0,0,0
South Africa,ZAF,04/02/2024,5,0,0,0
South Africa,ZAF,10/03/2024,5,0,0,0
South Africa,ZAF,16/06/2024,17,2,7,0
Liberia,LBR,14/08/2022,3,0,1,0
Liberia,LBR,09/10/2022,3,0,0,0
Liberia,LBR,13/11/2022,3,0,0,0
Liberia,LBR,01/01/2023,6,0,0,0
Liberia,LBR,05/03/2023,9,0,1,0
Liberia,LBR,30/04/2023,12,0,0,0
Liberia,LBR,28/05/2023,12,0,0,0
Uganda,UGA,04/08/2024,2,0,0,0
Rwanda,RWA,04/08/2024,4,0,2,0
Liberia,LBR,02/07/2023,12,0,0,0
Liberia,LBR,24/09/2023,12,0,0,0
Liberia,LBR,29/10/2023,12,0,0,0
Liberia,LBR,26/11/2023,15,0,1,0
Liberia,LBR,24/12/2023,17,0,0,0
Nigeria,NGA,07/08/2022,172,4,15,1
Nigeria,NGA,14/08/2022,220,4,48,0
Nigeria,NGA,28/08/2022,277,6,36,0
Nigeria,NGA,04/09/2022,318,7,41,1
Nigeria,NGA,04/12/2022,720,7,40,0
Nigeria,NGA,25/12/2022,756,7,3,0
Nigeria,NGA,29/01/2023,790,8,3,0
Nigeria,NGA,12/02/2023,801,8,4,0
Nigeria,NGA,05/03/2023,813,9,2,0
Nigeria,NGA,19/03/2023,822,9,2,0
Nigeria,NGA,07/05/2023,837,9,2,0
Nigeria,NGA,09/07/2023,843,9,0,0
Nigeria,NGA,30/07/2023,846,9,2,0
Nigeria,NGA,27/08/2023,846,9,0,0
Nigeria,NGA,01/10/2023,846,9,0,0
Nigeria,NGA,11/02/2024,865,9,2,0
Nigeria,NGA,21/04/2024,881,9,0,0
Nigeria,NGA,19/05/2024,885,9,0,0
Nigeria,NGA,09/06/2024,889,9,1,0
Nigeria,NGA,30/06/2024,895,9,3,0
Nigeria,NGA,04/08/2024,899,9,0,0
South Africa,ZAF,21/08/2022,4,0,1,0
South Africa,ZAF,25/09/2022,5,0,0,0
South Africa,ZAF,18/12/2022,5,0,0,0
South Africa,ZAF,22/01/2023,5,0,0,0
South Africa,ZAF,16/04/2023,5,0,0,0
South Africa,ZAF,21/05/2023,5,0,0,0
South Africa,ZAF,13/08/2023,5,0,0,0
South Africa,ZAF,17/09/2023,5,0,0,0
South Africa,ZAF,22/10/2023,5,0,0,0
South Africa,ZAF,14/01/2024,5,0,0,0
South Africa,ZAF,18/02/2024,5,0,0,0
South Africa,ZAF,09/06/2024,10,2,2,1
South Africa,ZAF,14/07/2024,27,3,2,0
South Africa,ZAF,07/08/2022,3,0,0,0
South Africa,ZAF,02/10/2022,5,0,0,0
South Africa,ZAF,06/11/2022,5,0,0,0
South Africa,ZAF,29/01/2023,5,0,0,0
South Africa,ZAF,05/03/2023,5,0,0,0
South Africa,ZAF,09/04/2023,5,0,0,0
South Africa,ZAF,02/07/2023,5,0,0,0
South Africa,ZAF,06/08/2023,5,0,0,0
South Africa,ZAF,29/10/2023,5,0,0,0
South Africa,ZAF,03/12/2023,5,0,0,0
South Africa,ZAF,25/02/2024,5,0,0,0
South Africa,ZAF,31/03/2024,5,0,0,0
South Africa,ZAF,05/05/2024,5,0,0,0
South Africa,ZAF,26/05/2024,7,1,1,1
South Africa,ZAF,07/07/2024,25,3,4,0
Uganda,UGA,07/07/2024,1,0,1,0
Benin,BEN,17/07/2022,3,0,0,0
Cameroon,CMR,18/12/2022,18,3,0,0
Cameroon,CMR,12/03/2023,18,3,0,0
Cameroon,CMR,16/04/2023,18,3,0,0
Cameroon,CMR,04/06/2023,32,3,1,0
Cameroon,CMR,16/07/2023,42,3,1,0
Cameroon,CMR,23/07/2023,42,3,0,0
Cameroon,CMR,20/08/2023,43,3,0,0
Cameroon,CMR,17/09/2023,44,3,0,0
Cameroon,CMR,15/10/2023,45,3,0,0
Cameroon,CMR,19/11/2023,45,3,0,0
Cameroon,CMR,11/02/2024,47,4,0,0
Cameroon,CMR,17/03/2024,47,4,0,0
Cameroon,CMR,07/04/2024,48,4,1,0
Cameroon,CMR,02/06/2024,50,5,0,0
Cameroon,CMR,07/07/2024,50,5,0,0
Central African Republic,CAF,17/04/2022,19,0,1,0
Central African Republic,CAF,12/06/2022,19,0,0,0
Central African Republic,CAF,09/10/2022,25,0,0,0
Central African Republic,CAF,19/03/2023,43,1,0,0
Central African Republic,CAF,14/05/2023,45,1,0,0
Central African Republic,CAF,18/06/2023,45,1,0,0
Central African Republic,CAF,10/09/2023,45,1,0,0
Central African Republic,CAF,15/10/2023,45,1,0,0
Central African Republic,CAF,14/01/2024,47,1,0,0
Central African Republic,CAF,19/05/2024,66,1,0,0
Central African Republic,CAF,16/06/2024,68,1,1,0
Congo,COG,08/05/2022,2,0,0,0
Congo,COG,12/06/2022,2,0,0,0
Congo,COG,27/11/2022,5,0,0,0
Congo,COG,01/01/2023,5,0,0,0
Congo,COG,05/02/2023,5,0,0,0
Congo,COG,30/04/2023,5,0,0,0
Congo,COG,04/06/2023,5,0,0,0
Congo,COG,17/09/2023,18,0,1,0
Congo,COG,12/11/2023,25,2,0,0
Congo,COG,10/12/2023,26,2,0,0
Congo,COG,28/01/2024,30,2,2,0
Congo,COG,14/04/2024,45,2,0,0
Congo,COG,19/05/2024,45,2,0,0
Democratic Republic of the Congo,COD,15/01/2023,333,0,17,0
Democratic Republic of the Congo,COD,22/01/2023,355,0,22,0
Democratic Republic of the Congo,COD,29/01/2023,377,0,22,0
Democratic Republic of the Congo,COD,05/02/2023,387,0,10,0
Democratic Republic of the Congo,COD,12/02/2023,387,0,0,0
Democratic Republic of the Congo,COD,19/02/2023,420,0,33,0
Democratic Republic of the Congo,COD,26/02/2023,420,0,0,0
Democratic Republic of the Congo,COD,05/03/2023,441,0,21,0
Democratic Republic of the Congo,COD,12/03/2023,441,0,0,0
Democratic Republic of the Congo,COD,19/03/2023,448,0,7,0
Democratic Republic of the Congo,COD,26/03/2023,451,0,3,0
Democratic Republic of the Congo,COD,02/04/2023,453,0,2,0
Democratic Republic of the Congo,COD,09/04/2023,517,0,64,0
Democratic Republic of the Congo,COD,16/04/2023,556,0,39,0
Democratic Republic of the Congo,COD,23/04/2023,556,0,0,0
Democratic Republic of the Congo,COD,30/04/2023,558,0,2,0
Ghana,GHA,10/04/2022,2,0,0,0
Ghana,GHA,15/05/2022,2,0,0,0
Ghana,GHA,19/06/2022,22,0,3,0
Central African Republic,CAF,11/12/2022,29,0,1,0
Central African Republic,CAF,01/01/2023,31,0,1,0
Central African Republic,CAF,29/01/2023,37,0,2,0
Central African Republic,CAF,19/02/2023,41,1,2,0
Central African Republic,CAF,16/04/2023,45,1,0,0
Central African Republic,CAF,21/05/2023,45,1,0,0
Central African Republic,CAF,13/08/2023,45,1,0,0
Central African Republic,CAF,17/09/2023,45,1,0,0
Central African Republic,CAF,22/10/2023,45,1,0,0
Central African Republic,CAF,24/03/2024,63,1,2,0
Central African Republic,CAF,21/04/2024,66,1,0,0
Central African Republic,CAF,26/05/2024,66,1,0,0
Central African Republic,CAF,14/07/2024,73,1,1,0
Congo,COG,01/05/2022,2,0,0,0
Congo,COG,05/06/2022,2,0,0,0
Congo,COG,02/10/2022,5,0,0,0
Congo,COG,25/12/2022,5,0,0,0
Congo,COG,29/01/2023,5,0,0,0
Congo,COG,23/04/2023,5,0,0,0
Congo,COG,28/05/2023,5,0,0,0
Congo,COG,02/07/2023,5,0,0,0
Congo,COG,05/11/2023,25,2,0,0
Congo,COG,03/12/2023,26,2,0,0
Congo,COG,07/01/2024,26,2,0,0
Congo,COG,07/04/2024,45,2,0,0
Central African Republic,CAF,15/09/2024,99,2,5,0
Cameroon,CMR,15/09/2024,51,5,0,0
Benin,BEN,15/09/2024,3,0,0,0
Gabon,GAB,15/09/2024,2,0,0,0
Liberia,LBR,15/09/2024,29,0,3,0
Ghana,GHA,15/09/2024,127,4,0,0
Guinea,GIN,15/09/2024,1,0,0,0
Rwanda,RWA,15/09/2024,6,0,2,0
Morocco,MAR,15/09/2024,6,0,1,0
South Africa,ZAF,15/09/2024,30,3,0,0
Uganda,UGA,15/09/2024,22,0,6,0
Burundi,BDI,15/09/2024,564,0,179,0
Kenya,KEN,15/09/2024,5,0,0,0
Nigeria,NGA,15/09/2024,916,9,0,0
Côte d’Ivoire,CIV,15/09/2024,52,1,4,0
Mozambique,MOZ,15/09/2024,1,1,0,0
Democratic Republic of the Congo,COD,07/05/2023,604,1,46,1
Ghana,GHA,12/02/2023,123,4,0,0
Ghana,GHA,14/05/2023,127,4,1,0
Ghana,GHA,09/07/2023,127,4,0,0
Ghana,GHA,13/08/2023,127,4,0,0
Ghana,GHA,17/09/2023,127,4,0,0
Ghana,GHA,10/12/2023,127,4,0,0
Ghana,GHA,14/01/2024,127,4,0,0
Ghana,GHA,07/04/2024,127,4,0,0
Ghana,GHA,12/05/2024,127,4,0,0
Ghana,GHA,06/03/2022,2,0,1,0
Ghana,GHA,13/03/2022,2,0,0,0
Ghana,GHA,12/06/2022,19,0,11,0
Ghana,GHA,03/07/2022,29,0,6,0
Ghana,GHA,14/08/2022,67,1,12,0
Ghana,GHA,16/10/2022,105,4,1,0
Ghana,GHA,23/10/2022,105,4,0,0
Ghana,GHA,13/11/2022,107,4,0,0
Ghana,GHA,25/12/2022,121,4,5,0
Ghana,GHA,29/01/2023,123,4,0,0
Ghana,GHA,05/03/2023,123,4,0,0
Ghana,GHA,02/04/2023,124,4,0,0
Ghana,GHA,30/04/2023,125,4,0,0
Ghana,GHA,21/05/2023,127,4,0,0
Ghana,GHA,25/06/2023,127,4,0,0
Ghana,GHA,30/07/2023,127,4,0,0
Ghana,GHA,22/10/2023,127,4,0,0
Central African Republic,CAF,23/01/2022,4,0,0,0
Central African Republic,CAF,30/01/2022,5,0,1,0
Central African Republic,CAF,10/07/2022,19,0,0,0
Central African Republic,CAF,02/10/2022,25,0,0,0
Central African Republic,CAF,06/11/2022,28,0,0,0
Central African Republic,CAF,22/01/2023,35,0,0,0
Central African Republic,CAF,12/02/2023,39,1,2,1
Central African Republic,CAF,07/05/2023,45,1,0,0
Central African Republic,CAF,11/06/2023,45,1,0,0
Central African Republic,CAF,16/07/2023,45,1,0,0
Central African Republic,CAF,08/10/2023,45,1,0,0
Central African Republic,CAF,12/11/2023,45,1,0,0
Central African Republic,CAF,31/12/2023,47,1,1,0
Central African Republic,CAF,07/01/2024,47,1,0,0
Central African Republic,CAF,04/02/2024,53,1,1,0
Central African Republic,CAF,18/02/2024,57,1,3,0
Central African Republic,CAF,12/05/2024,66,1,0,0
Central African Republic,CAF,07/07/2024,72,1,1,0
Ghana,GHA,04/08/2024,127,4,0,0
Ghana,GHA,26/11/2023,127,4,0,0
Ghana,GHA,18/02/2024,127,4,0,0
Ghana,GHA,24/03/2024,127,4,0,0
Ghana,GHA,16/06/2024,127,4,0,0
Ghana,GHA,21/07/2024,127,4,0,0
Liberia,LBR,21/08/2022,3,0,0,0
Liberia,LBR,25/09/2022,3,0,0,0
Liberia,LBR,18/12/2022,6,0,0,0
Liberia,LBR,22/01/2023,6,0,0,0
Liberia,LBR,12/03/2023,9,0,0,0
Liberia,LBR,19/03/2023,10,0,1,0
Liberia,LBR,09/04/2023,10,0,0,0
Liberia,LBR,06/08/2023,12,0,0,0
Liberia,LBR,10/09/2023,12,0,0,0
Liberia,LBR,03/03/2024,20,0,0,0
Liberia,LBR,28/04/2024,22,0,0,0
Liberia,LBR,02/06/2024,22,0,0,0
Liberia,LBR,21/07/2024,22,0,0,0
Congo,COG,15/05/2022,2,0,0,0
Congo,COG,07/08/2022,2,0,0,0
Congo,COG,14/08/2022,3,0,1,0
Congo,COG,04/09/2022,3,0,0,0
Congo,COG,04/12/2022,5,0,0,0
Congo,COG,08/01/2023,5,0,0,0
Congo,COG,02/04/2023,5,0,0,0
Congo,COG,07/05/2023,5,0,0,0
Congo,COG,30/07/2023,5,0,0,0
Congo,COG,04/02/2024,30,2,0,0
Congo,COG,25/02/2024,37,2,2,0
Congo,COG,21/04/2024,45,2,0,0
Congo,COG,14/07/2024,45,2,0,0
Liberia,LBR,07/08/2022,2,0,1,0
Liberia,LBR,30/10/2022,3,0,0,0
Liberia,LBR,29/01/2023,7,0,1,0
Liberia,LBR,26/03/2023,10,0,0,0
Liberia,LBR,23/04/2023,12,0,2,0
Liberia,LBR,18/06/2023,12,0,0,0
Liberia,LBR,23/07/2023,12,0,0,0
Liberia,LBR,15/10/2023,12,0,0,0
Liberia,LBR,10/12/2023,17,0,0,0
Nigeria,NGA,31/07/2022,157,3,24,0
Nigeria,NGA,02/10/2022,481,7,25,0
Nigeria,NGA,18/06/2023,843,9,0,0
Nigeria,NGA,15/10/2023,846,9,0,0
Nigeria,NGA,07/01/2024,861,9,0,0
Nigeria,NGA,25/02/2024,867,9,0,0
Nigeria,NGA,17/03/2024,873,9,2,0
Nigeria,NGA,14/04/2024,881,9,1,0
Nigeria,NGA,05/05/2024,885,9,2,0
Nigeria,NGA,23/06/2024,892,9,1,0
Benin,BEN,24/07/2022,3,0,0,0
Benin,BEN,28/08/2022,3,0,0,0
Benin,BEN,02/10/2022,3,0,0,0
Benin,BEN,25/12/2022,3,0,0,0
Benin,BEN,29/01/2023,3,0,0,0
Benin,BEN,23/04/2023,3,0,0,0
Benin,BEN,28/05/2023,3,0,0,0
Benin,BEN,20/08/2023,3,0,0,0
Benin,BEN,24/09/2023,3,0,0,0
Benin,BEN,29/10/2023,3,0,0,0
Benin,BEN,21/01/2024,3,0,0,0
Benin,BEN,25/02/2024,3,0,0,0
Benin,BEN,19/05/2024,3,0,0,0
Benin,BEN,23/06/2024,3,0,0,0
Mozambique,MOZ,30/10/2022,1,1,0,0
Mozambique,MOZ,04/12/2022,1,1,0,0
Mozambique,MOZ,26/02/2023,1,1,0,0
Mozambique,MOZ,02/04/2023,1,1,0,0
Mozambique,MOZ,25/06/2023,1,1,0,0
Mozambique,MOZ,30/07/2023,1,1,0,0
Mozambique,MOZ,22/10/2023,1,1,0,0
Mozambique,MOZ,26/11/2023,1,1,0,0
Mozambique,MOZ,31/12/2023,1,1,0,0
Mozambique,MOZ,24/03/2024,1,1,0,0
Mozambique,MOZ,28/04/2024,1,1,0,0
Mozambique,MOZ,21/07/2024,1,1,0,0
Nigeria,NGA,23/01/2022,3,0,1,0
Nigeria,NGA,20/02/2022,4,0,1,0
Nigeria,NGA,10/04/2022,13,1,2,1
Nigeria,NGA,21/08/2022,241,6,21,2
Nigeria,NGA,11/06/2023,843,9,1,0
Nigeria,NGA,06/08/2023,846,9,0,0
